WORD,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
não,927.1950634950475,-10384.709880913482,6094.337236206203,9864.383621738389,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
não,880.5246210723665,-10404.804099178804,6009.020627620295,9875.134810821392,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
não,920.2883744583577,-10398.97029387597,6048.471456583912,9848.670345386308,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
não,977.307674563846,-10382.072375067757,6140.381829784135,9830.498377144144,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
não,943.601243925243,-10381.781802389838,6114.476157960434,9860.382659480889,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
não,880.2340483944474,-10400.803136921304,6010.629953221078,9878.71108993424,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
não,903.859842283707,-10397.271561297364,6037.921433201008,9862.528426948598,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
não,964.5224767354104,-10380.95478784499,6130.614117457166,9838.969688292706,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
não,948.0715928163044,-10377.49026745442,6132.379905269135,9857.096953045959,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
não,877.5071355709,-10399.685549698539,6019.816520192208,9882.220313813725,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
não,900.3506184042238,-10402.904200900102,6023.14693011605,9863.735421149186,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
não,960.3427005222679,-10387.012110592379,6109.5587741802665,9836.08631325797,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
não,963.4495930015556,-10376.171514531556,6142.505245507389,9850.257319242635,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
não,888.6606560540982,-10395.170497318566,6034.14398838806,9882.399127769368,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
não,890.247629910425,-10402.457166010996,6015.23441257887,9868.652804929354,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
não,948.4292207275893,-10388.643787937617,6096.8182798407415,9842.300098216547,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
não,970.8703721607176,-10376.171514531556,6151.043611889317,9844.691734873264,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
não,896.506118357911,-10391.169535061066,6052.472418841412,9883.136735336391,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
não,882.8492024957184,-10403.977084633958,6009.33355204267,9874.486610232188,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
não,938.5273979338882,-10392.555343217295,6078.780422065309,9846.971612807705,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
não,980.5933809987762,-10375.143334286611,6157.436210803534,9842.85889182793,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
