WORD,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
$SILENCE,33514.67502292097,-6326.661268074664,16373.166903634896,11453.704411232999,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,33403.117466344534,-6311.551488822876,16141.759293289102,11528.292182480358,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,33202.77878079162,-6341.703992093086,15849.666696747148,11518.613877131209,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,33295.22559585876,-6392.844783406828,16093.457173521183,11422.210803295471,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,33464.87533627455,-6374.382242486745,16358.258290083206,11411.303152001281,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,33424.48573404381,-6329.008201242471,16201.527857962592,11508.08620549276,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,33267.82235715656,-6297.693407260586,15909.949351543111,11569.799371933863,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,33268.135281578936,-6363.184018514636,16018.221201684619,11441.5003587604,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,33447.15040292149,-6384.708748425097,16340.108673585497,11394.002901792874,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,33431.794754480696,-6341.63693685972,16242.833881716,11490.785955284353,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,33263.664932687876,-6319.843986015795,15926.333180228852,11556.589490960776,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,33255.618304683965,-6348.364811940767,15984.760640235025,11466.757829994898,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,33469.77036831026,-6335.803131556885,16325.244763522716,11419.796814894296,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,33446.65866454347,-6367.9449400836165,16259.664745290846,11438.460521514478,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,33258.68049367434,-6365.083916793337,15910.463441665584,11504.442871146544,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,33227.030423525626,-6352.54458815391,15906.283665452442,11486.27090290438,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,33419.389536307994,-6350.287061963923,16272.65110881938,11413.873602613641,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,33498.17943551295,-6331.913928021661,16348.021191122674,11462.868626459674,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,33332.55300909913,-6317.653515059175,16046.74202760959,11547.33586875628,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,33227.96919679275,-6340.608756614775,15939.766578646491,11516.579868385777,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,33392.142759816976,-6347.82837007384,16215.92238139181,11422.769596906854,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,33484.00842952829,-6346.308451450879,16318.315722741572,11431.531480733334,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,33366.10297752655,-6320.447483116089,16062.902338850778,11524.358275456223,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,33208.12084771643,-6345.749657839497,15846.291583334398,11503.32528392378,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,33330.38488988696,-6377.757355899496,16138.585345576448,11404.754090875876,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
