WORD,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
$SILENCE,228.39012484432757,-10470.16059996612,6142.237024573926,9927.639058546909,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,71.99496889054404,-10490.165411253622,5796.589648317057,9959.333832184533,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,15.400351929706567,-10518.350961011764,5567.394860672339,9962.954814786293,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,181.89849637728886,-10496.580361912294,5934.3434493951145,9925.537994568109,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,252.30649141150613,-10468.394812154153,6160.051364904805,9919.525375309631,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,119.89475725826708,-10483.728108850493,5872.049137598174,9951.264852436168,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,0.5140901224720624,-10516.585173199794,5561.762221069601,9964.787657831628,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,150.13666750629753,-10505.051673060856,5853.3407274890815,9929.024866703137,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,258.8332007924558,-10470.473524388495,6162.5547602838,9915.993799685693,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,147.58856863839253,-10478.02841401439,5950.74962982531,9944.447570377299,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,13.433398417639545,-10512.785376642392,5586.684416137268,9960.272605451657,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,121.48173111459388,-10514.864088876735,5768.784078214655,9929.15897716987,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,258.2073519477072,-10480.688271604571,6133.184568069526,9906.337846081,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,178.54573470899282,-10480.21888497101,6009.691179953955,9931.751779526685,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,28.632584647248347,-10512.159527797643,5627.386942790383,9961.16667522987,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,88.19998362064167,-10516.875745877713,5703.964019294264,9942.97235524325,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,250.2948344105285,-10482.431707672085,6097.846460085686,9913.15512813987,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,213.59327001491428,-10475.904998291135,6061.01078522334,9925.985029457215,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,53.823000648379406,-10505.208135272043,5685.300312674083,9952.024811747648,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,69.64803572273681,-10520.56378371284,5654.49960881467,9944.939308755316,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,237.44258134872692,-10492.221771743509,6042.615299536622,9912.462224061755,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,237.53198832654815,-10478.274283203398,6078.6239598541215,9920.710017765763,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,86.30008534194057,-10500.715434636526,5741.626708701457,9950.191968702313,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,67.47991651057202,-10519.468548234528,5653.426725080815,9941.184215686824,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,223.94212769772147,-10494.568704911317,6008.573592731189,9908.81888971554,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,236.90613948179956,-10480.822382071303,6079.8533057991635,9913.736273495708,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,102.8850797277784,-10500.380158469696,5777.367148085493,9945.766323300162,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,61.55670422991565,-10524.117711081233,5630.315021314028,9947.845035534507,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,204.54081351051494,-10498.0779287908,5961.411411930491,9918.92187820934,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,237.3978778598163,-10474.027451756889,6108.709407890965,9921.782901499619,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,118.10661770184252,-10492.735861865982,5841.58370990559,9946.056895978081,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,45.28463426645211,-10519.826176145814,5619.20620431974,9949.342602413011,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,181.56322021045926,-10506.169260283621,5893.506812275268,9919.123043909436,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,248.50669485410393,-10477.894303547657,6113.358570737669,9913.468052562244,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,140.8383418128898,-10490.143059509166,5900.279390845227,9938.01026797417,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,37.14859928472034,-10516.629876688705,5623.721256699712,9953.097695481503,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,136.25623419955184,-10507.756234139948,5825.468102153314,9926.275602135134,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,244.37162212987212,-10479.011890770424,6111.190451525504,9912.417520572844,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,167.50397294807112,-10485.248027473453,5959.042127018229,9930.030695203626,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,53.53242797046042,-10513.299466764864,5655.974823948721,9950.907224524883,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,115.69262930066935,-10513.120652809223,5758.56933099858,9933.897546994394,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,243.54460758502574,-10485.35978619573,6088.056396014261,9912.462224061755,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,191.57680172643683,-10479.861257059725,6022.744598715854,9926.72263702424,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,53.35361401481796,-10506.906867850646,5682.573399850536,9952.337736170022,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,86.07656789738749,-10514.506460965451,5698.4878419027145,9942.748837798696,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,224.56797654247006,-10487.974940297001,6038.077895412194,9916.194965385792,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,209.9052321797886,-10477.022585513902,6064.430602125001,9920.911183465862,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,77.13587011526468,-10499.709606136037,5743.727772680256,9948.046201234603,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,61.51200074100504,-10517.076911577811,5642.966108675731,9945.92278551135,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,208.27355483455122,-10490.947722309556,5996.213078047404,9916.083206663514,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,232.81577024647837,-10474.116858734711,6106.92126833454,9917.58077354202,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,101.9463064606555,-10493.272303732909,5812.884070024976,9946.861558778472,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,37.126247540265034,-10517.255725533454,5618.245079308162,9952.516550125665,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,184.91598187875533,-10498.346149724264,5930.610708071078,9916.53024155262,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,247.7914390315341,-10474.608597112727,6121.159329552571,9909.936476938305,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,132.27762368650718,-10490.03130078689,5871.78091666471,9937.786750529618,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,43.60825343230408,-10515.646399932672,5615.004076362143,9949.610823346475,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,160.32906297791757,-10504.448175960562,5867.019995095729,9923.168709655847,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,249.62428207686926,-10474.966225024013,6119.684114418521,9910.227049616224,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,156.52926642051537,-10483.21401872802,5924.396923112503,9935.216299917258,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,44.77054414398005,-10513.679446420605,5631.097332369964,9952.069515236559,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,144.79460058147916,-10509.36555974073,5810.514785112713,9926.72263702424,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,255.90512226881057,-10480.017719270912,6108.7317596354205,9908.081282148514,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,168.9791880821214,-10484.778640839892,5977.795240616231,9926.700285279785,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,40.45665746410578,-10511.310161508341,5661.2721873846285,9950.124913468948,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,105.45553034013872,-10510.997237085967,5750.410944272393,9931.572965571042,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,240.63888080583584,-10479.50362914844,6085.329483190713,9909.623552515932,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,194.88485990582228,-10477.536675636373,6022.789302204765,9925.873270734939,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,63.23308506406368,-10504.22465851601,5705.573344895047,9948.895567523905,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,94.19025113466397,-10516.629876688705,5705.618048383957,9934.25517490568,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,225.23852887612927,-10489.517210664417,6037.38499133408,9907.835412959506,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,210.82165370245622,-10477.871951803203,6068.655081827054,9918.698360764785,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,65.46825950959439,-10502.503574192951,5730.808464385088,9948.225015190246,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,55.90171288272296,-10518.999161600967,5646.698849999768,9946.034544233626,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,207.44654028970484,-10493.831097344291,5995.3860635025585,9913.177479884325,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,228.90421496679963,-10475.659129102127,6095.052492028773,9918.497195064689,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,100.78401574897954,-10495.46277468953,5808.346665900549,9942.748837798696,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,43.16121854319794,-10520.049693590367,5632.617250992925,9944.559329099577,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,185.31831327895085,-10499.441385202574,5939.0373157307295,9912.931610695316,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,236.23558714814035,-10474.250969201443,6110.229326513926,9909.936476938305,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,119.85005376935646,-10488.377271697196,5865.880056128509,9938.077323207537,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,35.51692193948292,-10514.729978410003,5621.307268298539,9943.575852343542,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,159.68086238871365,-10505.811632372337,5868.405803251959,9914.049197918082,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,242.22585466216265,-10478.520152392406,6112.039817814805,9904.706168735764,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,148.1473622497752,-10486.678539118593,5921.513548077768,9929.941288225806,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,40.70252665311416,-10513.388873742686,5636.238233594684,9948.739105312718,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,132.5234928755156,-10507.778585884404,5812.10175896904,9922.364046855457,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,242.24820640661795,-10478.050765758844,6113.000942826384,9907.589543770498,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,168.04041481499848,-10483.012853027923,5983.204362774416,9926.834395746517,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,49.3750035017733,-10512.561859197838,5665.02728045312,9944.984012244227,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,114.2621176555297,-10515.51228946594,5746.141761081429,9925.873270734939,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,240.72828778365707,-10483.392832683663,6080.702672088465,9904.080319891014,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,187.75465342457932,-10478.766021581414,6026.276174339792,9920.397093343388,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,53.26420703699673,-10506.12455679471,5703.964019294264,9944.805198288585,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,78.96871316059985,-10519.312086023341,5693.637513355913,9930.857709748472,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,226.71374401017954,-10490.9253705651,6043.531721059289,9901.219296600735,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,206.77598795604564,-10478.296634947854,6067.515142859834,9916.86551771945,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,76.21944859259709,-10500.357806725242,5760.960967655297,9948.49323612371,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,62.29431179694078,-10518.820347645325,5657.472390827226,9939.306669152578,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,207.11126412287524,-10494.993388055967,5993.75438615732,9908.930648437816,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,222.57867128594773,-10475.457963402028,6095.946561806984,9914.540936296098,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,95.73252150208015,-10497.072100290312,5815.0074857482305,9943.709962810275,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,40.63547141974824,-10518.485071478495,5646.967070933231,9937.92086099635,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,161.1113740338533,-10496.870934590213,5923.435798100924,9915.658523518863,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,221.01404917407623,-10477.737841336471,6104.551983422278,9919.01128518716,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,117.70428630164699,-10495.082795033788,5866.528256717713,9938.569061585553,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,40.65782316420355,-10522.240164546987,5625.844672422966,9951.06368673607,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,162.25131300107398,-10509.253801018454,5869.813963152643,9924.599221300987,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,241.97998547315427,-10478.631911114682,6122.321620264247,9917.603125286476,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,141.39713542427248,-10487.796126341358,5937.69621106341,9940.87129126445,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,30.59953815931537,-10518.663885434138,5644.128399387408,9956.472808894254,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,116.43023686769449,-10514.37235049872,5800.456500107825,9929.91893648135,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,224.41151433128292,-10481.448230916052,6104.753149122375,9918.966581698249,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,151.6118826403478,-10482.83403907228,5984.791336630743,9934.501044094688,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,29.794875358924315,-10510.438443474584,5668.6706147993345,9956.763381572173,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,88.49055629856066,-10516.98750459999,5738.206891799795,9936.088017951015,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,222.7574852415902,-10485.449193173552,6075.24884644137,9912.953962439771,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,172.68957766170237,-10478.698966348049,6029.6065842636335,9931.841186504505,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,38.35559348530692,-10505.36459748323,5708.479071674236,9953.276509437146,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,58.181590817164285,-10519.446196490073,5685.590885352002,9941.2959744091,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,201.03158963103172,-10490.321873464809,6034.635726766077,9914.92091595184,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,189.6098482143698,-10477.26845470291,6071.6949190729765,9926.588526557509,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,62.78605017495754,-10501.900077092658,5763.754935712211,9954.729372826741,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,41.66365166469237,-10522.195461058076,5644.910710443343,9947.040372734114,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,183.75369116707935,-10498.256742746442,5975.3141969816925,9913.512756051154,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,203.26676407656242,-10480.017719270912,6089.822183826231,9919.72654100973,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,83.41671030720596,-10498.480260190996,5816.080369482085,9946.503930867188,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,27.40323870220646,-10521.79312965788,5629.465655024726,9952.985936759227,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,163.07832754592033,-10501.36363522573,5926.922670235953,9923.414578844855,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,218.10832239488633,-10474.78741106837,6120.444073730001,9917.021979930638,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,106.46135884062754,-10489.159582753133,5883.046195870184,9936.691515051309,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,13.522805395460773,-10517.054559833356,5627.364591045927,9951.086038480526,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,133.01523125353233,-10508.024455073411,5856.693489157377,9919.771244498641,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,233.95570921369904,-10482.610521627728,6115.414931227557,9907.47778504822,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,137.46322840013843,-10490.858315331736,5937.986783741329,9926.968506213248,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,26.71033462409194,-10517.881574378202,5645.111876143441,9948.806160546084,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
