WORD,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
$SILENCE,987.1647938686364,-10849.00031673912,6229.319420971802,9530.292097364914,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,1186.1847264986905,-10827.117958917375,6654.762524934116,9481.453535730068,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,1252.5470557864971,-10794.864391668367,6894.641446428472,9474.077460059818,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,1097.716521944585,-10811.874069198855,6557.800657486994,9516.210498358072,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,979.855773431751,-10848.106246960908,6215.640153365154,9533.30958286638,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,1142.5094178330205,-10834.516386332081,6561.220474388657,9486.370919510236,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,1257.1515151442904,-10796.026682380043,6904.31975177762,9470.948215836075,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,1130.4171240826993,-10804.877973184344,6646.782952163572,9510.063768632863,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,983.6555699891533,-10842.697124802724,6236.762551875419,9539.07633293585,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,1111.2840308289565,-10841.557185835503,6472.66286285673,9497.278570804427,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,1255.8327622214274,-10799.535906259527,6886.84068761357,9469.741221635488,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,1155.9428162506601,-10798.731243459135,6717.705037320261,9499.446690016592,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,990.0034654144604,-10837.355057877905,6271.251293569958,9534.293059622414,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,1073.464879210577,-10848.329764405462,6383.613512946787,9505.88399241972,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,1251.451820308187,-10805.906153429289,6854.229492453277,9474.077460059818,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,1186.363540454333,-10794.506763757083,6789.5211922551625,9498.194992327093,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,1005.5826312998095,-10828.839043240434,6335.244337945502,9538.428132346646,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,1030.594233345298,-10849.782627795057,6310.322142877834,9516.702236736088,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,1223.0427531054918,-10810.689426742725,6798.864221437481,9475.329157749315,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,1210.9281076107154,-10791.779850933535,6844.752352804227,9489.50016373398,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
